layer,split,c_value,l1_ratio,threshold,auroc,average_precision,balanced_accuracy,precision,recall,specificity,step_f1,brier_score,log_loss,expected_calibration_error,error_accuracy,correct_accuracy,process_f1,first_error_exact,error_detection_rate,error_miss_rate,correct_false_alarm_rate,early_detection_rate,on_time_detection_rate,late_detection_rate,mean_signed_localization_error,mean_absolute_localization_error,error_within_0_accuracy,error_within_1_accuracy,error_within_2_accuracy
18,test,0.01,,0.5399999999999999,0.8542265552387662,0.8257028706491039,0.7688569286949083,0.7316094516272849,0.7524071526822559,0.7853067047075606,0.7418625678119349,0.1582857437227298,0.48113370429427876,0.05068216198200343,0.30324074074074076,0.4092827004219409,0.3483708242518951,0.34080717488789236,0.9236111111111112,0.0763888888888889,0.5907172995780591,0.25,0.30324074074074076,0.37037037037037035,0.19799498746867167,1.3408521303258145,0.30324074074074076,0.6296296296296297,0.7777777777777778
18,test_error_traces,0.01,,0.5399999999999999,0.8716754807897683,0.922420363391385,0.7874724317093622,0.8913633894622488,0.7524071526822559,0.8225377107364685,0.8160119343610144,0.14825349458886766,0.45521883152970577,0.09566625074648595,0.30324074074074076,,0.0,0.30324074074074076,0.9236111111111112,0.0763888888888889,,0.25,0.30324074074074076,0.37037037037037035,0.19799498746867167,1.3408521303258145,0.30324074074074076,0.6296296296296297,0.7777777777777778
19,validation,0.01,,0.5549999999999999,0.846647718210557,0.8133742823311331,0.763590337105303,0.7508385241974126,0.7138952164009111,0.8132854578096947,0.7319009808500699,0.16071481509166452,0.49001876542785017,0.044148835352621145,0.30180180180180183,0.45493562231759654,0.36287458804894873,0.35450516986706054,0.9301801801801802,0.06981981981981981,0.5450643776824035,0.21621621621621623,0.30180180180180183,0.41216216216216217,0.38498789346246975,1.305084745762712,0.30180180180180183,0.6509009009009009,0.795045045045045
19,test,0.01,,0.5549999999999999,0.8554414961007429,0.8275159562933435,0.7683478145127056,0.7402298850574712,0.7381934892251261,0.7985021398002853,0.7392102846648302,0.15684292570036917,0.4783105149629335,0.048061426666917206,0.3194444444444444,0.4472573839662447,0.3726973935641672,0.36472346786248133,0.9305555555555556,0.06944444444444445,0.5527426160337553,0.23148148148148148,0.3194444444444444,0.37962962962962965,0.21144278606965175,1.3855721393034826,0.3194444444444444,0.6111111111111112,0.7685185185185185
19,test_error_traces,0.01,,0.5549999999999999,0.8707580634071703,0.9203271492268781,0.7816965671502738,0.8909795240730493,0.7381934892251261,0.8251996450754214,0.8074222668004012,0.14899424206014736,0.45881534951272723,0.09764752102888302,0.3194444444444444,,0.0,0.3194444444444444,0.9305555555555556,0.06944444444444445,,0.23148148148148148,0.3194444444444444,0.37962962962962965,0.21144278606965175,1.3855721393034826,0.3194444444444444,0.6111111111111112,0.7685185185185185
20,validation,0.01,,0.5299999999999999,0.8525503122405662,0.824865242403488,0.7688197020321197,0.7415679124886053,0.7412300683371298,0.7964093357271095,0.7413989519252677,0.15709808183205595,0.4787663681790409,0.03985561797435512,0.3130630630630631,0.3948497854077253,0.34923192462620334,0.3412112259970458,0.9234234234234234,0.07657657657657657,0.6051502145922747,0.22522522522522523,0.3130630630630631,0.38513513513513514,0.23414634146341465,1.3073170731707318,0.3130630630630631,0.6463963963963963,0.7837837837837838
20,test,0.01,,0.5299999999999999,0.8669541645164012,0.844736923810814,0.788725790300226,0.7494495816820784,0.7803759743237048,0.7970756062767475,0.7646001796945193,0.1495771235883871,0.46031314144652163,0.054761919131292,0.3333333333333333,0.4767932489451477,0.39236111111111105,0.3841554559043348,0.9375,0.0625,0.5232067510548524,0.24305555555555555,0.3333333333333333,0.3611111111111111,0.12345679012345678,1.288888888888889,0.3333333333333333,0.6504629629629629,0.7754629629629629
20,test_error_traces,0.01,,0.5299999999999999,0.8754167536280705,0.9252301340229465,0.7983512524679748,0.891566265060241,0.7803759743237048,0.8163265306122449,0.832273838630807,0.14346670479838572,0.44583507348286544,0.08848146574000183,0.3333333333333333,,0.0,0.3333333333333333,0.9375,0.0625,,0.24305555555555555,0.3333333333333333,0.3611111111111111,0.12345679012345678,1.288888888888889,0.3333333333333333,0.6504629629629629,0.7754629629629629
21,validation,0.01,,0.6499999999999999,0.8527390879385579,0.8293180854945563,0.7572706861931189,0.79841449603624,0.642369020501139,0.8721723518850988,0.7119414289320879,0.15712354403794646,0.4783026976792656,0.04596852801647384,0.2635135135135135,0.5622317596566524,0.35884108867427567,0.3663220088626292,0.8716216216216216,0.12837837837837837,0.43776824034334766,0.1463963963963964,0.2635135135135135,0.4617117117117117,0.7545219638242894,1.4470284237726099,0.2635135135135135,0.5743243243243243,0.7117117117117117
21,test,0.01,,0.6499999999999999,0.8671376320328397,0.8457969626012362,0.7803727039579929,0.8067632850241546,0.6891334250343879,0.8716119828815977,0.7433234421364985,0.14960888669439773,0.4576026322447145,0.051280181446107,0.2916666666666667,0.620253164556962,0.3967611336032389,0.4080717488789238,0.8703703703703703,0.12962962962962962,0.379746835443038,0.17592592592592593,0.2916666666666667,0.4027777777777778,0.5319148936170213,1.377659574468085,0.2916666666666667,0.5833333333333334,0.7222222222222222
21,test_error_traces,0.01,,0.6499999999999999,0.8759472690457681,0.9270685635683462,0.7833422227212756,0.9159049360146252,0.6891334250343879,0.8775510204081632,0.7864992150706436,0.14395967034385815,0.44310975521454443,0.08873131573368064,0.2916666666666667,,0.0,0.2916666666666667,0.8703703703703703,0.12962962962962962,,0.17592592592592593,0.2916666666666667,0.4027777777777778,0.5319148936170213,1.377659574468085,0.2916666666666667,0.5833333333333334,0.7222222222222222
22,validation,0.01,,0.585,0.8509154558057934,0.8280884614470544,0.7610944573721081,0.7625502008032129,0.6920273348519362,0.8301615798922801,0.7255791736326727,0.1580593781646217,0.4797044251794604,0.04687978081834873,0.30405405405405406,0.4892703862660944,0.3750411229301459,0.36779911373707536,0.9076576576576577,0.09234234234234234,0.5107296137339056,0.17792792792792791,0.30405405405405406,0.42567567567567566,0.5310173697270472,1.369727047146402,0.30405405405405406,0.6103603603603603,0.7567567567567568
22,test,0.01,,0.585,0.8680011720990711,0.8461034309457028,0.783836021246912,0.7750848279205041,0.7331499312242091,0.8345221112696148,0.7535344015080113,0.14902543156654813,0.455335112217912,0.048141653895363595,0.32175925925925924,0.5358649789029536,0.4020863940232556,0.3976083707025411,0.9120370370370371,0.08796296296296297,0.4641350210970464,0.21064814814814814,0.32175925925925924,0.37962962962962965,0.33756345177664976,1.33248730964467,0.32175925925925924,0.6342592592592593,0.7592592592592593
22,test_error_traces,0.01,,0.585,0.8773394651802471,0.9279262708564101,0.7907098369519449,0.9033898305084745,0.7331499312242091,0.8482697426796806,0.8094153378891421,0.14275102780722307,0.43870548675126486,0.08920015489172672,0.32175925925925924,,0.0,0.32175925925925924,0.9120370370370371,0.08796296296296297,,0.21064814814814814,0.32175925925925924,0.37962962962962965,0.33756345177664976,1.33248730964467,0.32175925925925924,0.6342592592592593,0.7592592592592593
23,validation,0.01,,0.6449999999999999,0.8506653361851441,0.82928893280488,0.7626546378050326,0.8,0.6542141230068337,0.8710951526032316,0.7197994987468671,0.158096718975361,0.4795718831649417,0.04484106439065197,0.28378378378378377,0.5879828326180258,0.3828088616858492,0.38847858197932056,0.8873873873873874,0.11261261261261261,0.41201716738197425,0.14864864864864866,0.28378378378378377,0.45495495495495497,0.6852791878172588,1.3705583756345177,0.28378378378378377,0.5990990990990991,0.7274774774774775
23,test,0.01,,0.6449999999999999,0.8659709290651136,0.8430157040470366,0.7800670882822143,0.8087520259319287,0.686382393397524,0.8737517831669044,0.7425595238095238,0.14995997941189534,0.4584444964259794,0.04602613472576044,0.28935185185185186,0.6118143459915611,0.39289004497913615,0.40358744394618834,0.8865740740740741,0.11342592592592593,0.3881856540084388,0.1712962962962963,0.28935185185185186,0.42592592592592593,0.587467362924282,1.3968668407310705,0.28935185185185186,0.5925925925925926,0.7268518518518519
23,test_error_traces,0.01,,0.6449999999999999,0.873483464314498,0.9252054789516032,0.7824103626260025,0.916156670746634,0.686382393397524,0.878438331854481,0.7847968545216251,0.14510404017788123,0.4455103275330127,0.0903753888276019,0.28935185185185186,,0.0,0.28935185185185186,0.8865740740740741,0.11342592592592593,,0.1712962962962963,0.28935185185185186,0.42592592592592593,0.587467362924282,1.3968668407310705,0.28935185185185186,0.5925925925925926,0.7268518518518519
24,validation,0.01,,0.5549999999999999,0.8405390086004179,0.819477522233811,0.7600266641583818,0.7411764705882353,0.7175398633257403,0.8025134649910234,0.7291666666666667,0.16497809427027618,0.4977045784271994,0.05926557398569228,0.30180180180180183,0.4678111587982833,0.3669019568439298,0.35893648449039883,0.9166666666666666,0.08333333333333333,0.5321888412017167,0.1981981981981982,0.30180180180180183,0.4166666666666667,0.43734643734643736,1.4004914004914004,0.30180180180180183,0.6193693693693694,0.75
24,test,0.01,,0.5549999999999999,0.8617897665024288,0.8394972017854725,0.7772123042931398,0.746255106672719,0.7537826685006878,0.800641940085592,0.7500000000000001,0.15293758603949878,0.46647831367911147,0.052359491053138585,0.27546296296296297,0.48945147679324896,0.3525250590563749,0.351270553064275,0.9282407407407407,0.07175925925925926,0.510548523206751,0.2523148148148148,0.27546296296296297,0.40046296296296297,0.2344139650872818,1.4413965087281795,0.27546296296296297,0.6157407407407407,0.7523148148148148
24,test_error_traces,0.01,,0.5549999999999999,0.8702108676734255,0.9233329615361134,0.7819490094943545,0.8848223896663079,0.7537826685006878,0.8101153504880213,0.8140628868531814,0.14721012620857568,0.45214915047685356,0.08939255259368079,0.27546296296296297,,0.0,0.27546296296296297,0.9282407407407407,0.07175925925925926,,0.2523148148148148,0.27546296296296297,0.40046296296296297,0.2344139650872818,1.4413965087281795,0.27546296296296297,0.6157407407407407,0.7523148148148148
25,validation,0.01,,0.62,0.8450117166892276,0.8241804795412232,0.7547878931634243,0.7715494447382337,0.6646924829157176,0.844883303411131,0.7141458639255995,0.16147979052152486,0.4899444432244674,0.04871232382706914,0.28378378378378377,0.5321888412017167,0.37017556329518797,0.36927621861152143,0.8558558558558559,0.14414414414414414,0.4678111587982833,0.15990990990990991,0.28378378378378377,0.41216216216216217,0.6026315789473684,1.4552631578947368,0.28378378378378377,0.5608108108108109,0.6869369369369369
25,test,0.01,,0.62,0.8570210827395985,0.8332848499362857,0.7693932686716625,0.7733739837398373,0.69784502521779,0.8409415121255349,0.7336707640395276,0.15575486873073086,0.47371455696808873,0.049682338154889864,0.2662037037037037,0.5485232067510548,0.3584487202541509,0.3662182361733931,0.8912037037037037,0.1087962962962963,0.45147679324894513,0.19444444444444445,0.2662037037037037,0.4305555555555556,0.5038961038961038,1.5116883116883117,0.2662037037037037,0.5717592592592593,0.7245370370370371
25,test_error_traces,0.01,,0.62,0.8681913289207794,0.9225885183166094,0.7743883511182118,0.9005917159763314,0.69784502521779,0.8509316770186336,0.7863601136657195,0.14976902861846342,0.45891857844804707,0.0945538688245523,0.2662037037037037,,0.0,0.2662037037037037,0.8912037037037037,0.1087962962962963,,0.19444444444444445,0.2662037037037037,0.4305555555555556,0.5038961038961038,1.5116883116883117,0.2662037037037037,0.5717592592592593,0.7245370370370371
26,validation,0.01,,0.59,0.8393926133737931,0.8180004201981421,0.7579671441950246,0.759175465057818,0.6879271070615034,0.8280071813285458,0.7217973231357552,0.16453897620819793,0.4979498398794219,0.051346128863796754,0.3108108108108108,0.4978540772532189,0.3827009969160152,0.37518463810930575,0.8828828828828829,0.11711711711711711,0.5021459227467812,0.16216216216216217,0.3108108108108108,0.4099099099099099,0.5535714285714286,1.375,0.3108108108108108,0.5855855855855856,0.7162162162162162
26,test,0.01,,0.59,0.8551826466546448,0.8321054081072654,0.767380440335121,0.7564414195430238,0.7134342044933517,0.8213266761768901,0.734308636149127,0.15648313706041045,0.47675546921699596,0.05076190906652968,0.24768518518518517,0.5063291139240507,0.3326467959429527,0.3393124065769806,0.9120370370370371,0.08796296296296297,0.4936708860759494,0.2175925925925926,0.24768518518518517,0.44675925925925924,0.42385786802030456,1.5406091370558375,0.24768518518518517,0.5763888888888888,0.7337962962962963
26,test_error_traces,0.01,,0.59,0.8661599918958075,0.9220381890317586,0.7715352034001808,0.8901601830663616,0.7134342044933517,0.8296362023070097,0.7920590481038431,0.15075422807549396,0.46188527345140756,0.09422505686241747,0.24768518518518517,,0.0,0.24768518518518517,0.9120370370370371,0.08796296296296297,,0.2175925925925926,0.24768518518518517,0.44675925925925924,0.42385786802030456,1.5406091370558375,0.24768518518518517,0.5763888888888888,0.7337962962962963
27,validation,0.01,,0.5599999999999999,0.8404601612118289,0.815225536655451,0.7541466446919103,0.7426221577164973,0.6993166287015945,0.8089766606822262,0.720319099014547,0.1637471114788098,0.49589433387559795,0.048327486393905605,0.28153153153153154,0.45064377682403434,0.34655752854973926,0.3397341211225997,0.8941441441441441,0.10585585585585586,0.5493562231759657,0.20045045045045046,0.28153153153153154,0.41216216216216217,0.4609571788413098,1.438287153652393,0.28153153153153154,0.5900900900900901,0.7387387387387387
27,test,0.01,,0.5599999999999999,0.8513798654048288,0.8261171659690609,0.7666156653133893,0.7388300322432059,0.7354424575882622,0.7977888730385164,0.7371323529411764,0.15899788982036012,0.48411064812668436,0.054597648624050754,0.2800925925925926,0.4810126582278481,0.3540327237728585,0.351270553064275,0.9050925925925926,0.09490740740740741,0.5189873417721519,0.22916666666666666,0.2800925925925926,0.3958333333333333,0.27365728900255754,1.485933503836317,0.2800925925925926,0.5972222222222222,0.7268518518518519
27,test_error_traces,0.01,,0.5599999999999999,0.8641111608808346,0.9201556397807813,0.7736662154844594,0.8832599118942731,0.7354424575882622,0.8118899733806566,0.8026019514635977,0.1515013312941709,0.46518764596752293,0.09456490855539917,0.2800925925925926,,0.0,0.2800925925925926,0.9050925925925926,0.09490740740740741,,0.22916666666666666,0.2800925925925926,0.3958333333333333,0.27365728900255754,1.485933503836317,0.2800925925925926,0.5972222222222222,0.7268518518518519
28,validation,0.01,,0.5299999999999999,0.842425456909984,0.8198496037568405,0.7585478666628497,0.7339491916859122,0.7239179954441913,0.793177737881508,0.7288990825688072,0.1626866686593146,0.49266975645940314,0.04364831047362109,0.2905405405405405,0.41201716738197425,0.34077681925124864,0.33234859675036926,0.918918918918919,0.08108108108108109,0.5879828326180258,0.22522522522522523,0.2905405405405405,0.40315315315315314,0.39950980392156865,1.428921568627451,0.2905405405405405,0.6103603603603603,0.7567567567567568
28,test,0.01,,0.5299999999999999,0.8491573248670105,0.824532944196193,0.7657235095471786,0.722465034965035,0.7579092159559835,0.7735378031383737,0.7397628104721414,0.16078479526464612,0.48704670686644386,0.05931611012254072,0.2916666666666667,0.4388185654008439,0.35042117930204575,0.34379671150971597,0.9143518518518519,0.08564814814814815,0.5611814345991561,0.2337962962962963,0.2916666666666667,0.3888888888888889,0.189873417721519,1.4708860759493672,0.2916666666666667,0.6064814814814815,0.7453703703703703
28,test_error_traces,0.01,,0.5299999999999999,0.8622869038770344,0.9178928460791673,0.7786884145440964,0.8797232570516232,0.7579092159559835,0.7994676131322094,0.8142857142857143,0.15288784064137362,0.4666985299951333,0.09323755403833711,0.2916666666666667,,0.0,0.2916666666666667,0.9143518518518519,0.08564814814814815,,0.2337962962962963,0.2916666666666667,0.3888888888888889,0.189873417721519,1.4708860759493672,0.2916666666666667,0.6064814814814815,0.7453703703703703
