sample,first_error_exact,correct_rejection,process_f1,complete_trace_accuracy,error_detection_rate,mean_signed_localization_error,mean_absolute_localization_error,error_within_1_accuracy,error_within_2_accuracy
2063,0.19212962962962962,0.6118143459915611,0.2924275005770796,0.34080717488789236,0.8865740740740741,-1.422976501305483,2.039164490861619,0.46064814814814814,0.6365740740740741
2064,0.1712962962962963,0.6118143459915611,0.26765446880690463,0.3273542600896861,0.8865740740740741,-1.4046997389033942,2.02088772845953,0.43287037037037035,0.6273148148148148
2065,0.17824074074074073,0.6118143459915611,0.27605731310808634,0.33183856502242154,0.8865740740740741,-1.485639686684073,2.143603133159269,0.4375,0.6134259259259259
2066,0.16203703703703703,0.6118143459915611,0.2562160797677647,0.3213751868460389,0.8865740740740741,-1.4621409921671018,2.08355091383812,0.42592592592592593,0.6226851851851852
2067,0.12731481481481483,0.6118143459915611,0.21076973901552695,0.29895366218236175,0.8865740740740741,-1.4986945169712793,2.0992167101827675,0.42592592592592593,0.6296296296296297
2068,0.1550925925925926,0.6118143459915611,0.24745602975076095,0.31689088191330345,0.8865740740740741,-1.5430809399477807,2.112271540469974,0.4305555555555556,0.6180555555555556
2069,0.1712962962962963,0.6118143459915611,0.26765446880690463,0.3273542600896861,0.8865740740740741,-1.4673629242819843,2.093994778067885,0.44212962962962965,0.6134259259259259
2070,0.1712962962962963,0.6118143459915611,0.26765446880690463,0.3273542600896861,0.8865740740740741,-1.6422976501305484,2.117493472584856,0.4351851851851852,0.6134259259259259
2071,0.18518518518518517,0.6118143459915611,0.284313725490196,0.336322869955157,0.8865740740740741,-1.3681462140992167,1.9530026109660574,0.4537037037037037,0.6388888888888888
2072,0.1550925925925926,0.6118143459915611,0.24745602975076095,0.31689088191330345,0.8865740740740741,-1.5796344647519582,2.195822454308094,0.41435185185185186,0.6064814814814815
2073,0.16203703703703703,0.6118143459915611,0.2562160797677647,0.3213751868460389,0.8865740740740741,-1.4308093994778068,2.088772845953003,0.42592592592592593,0.6226851851851852
2074,0.16203703703703703,0.6118143459915611,0.2562160797677647,0.3213751868460389,0.8865740740740741,-1.5456919060052219,2.10443864229765,0.4212962962962963,0.6157407407407407
2075,0.1550925925925926,0.6118143459915611,0.24745602975076095,0.31689088191330345,0.8865740740740741,-1.5013054830287207,2.0704960835509136,0.46064814814814814,0.6203703703703703
2076,0.18518518518518517,0.6118143459915611,0.284313725490196,0.336322869955157,0.8865740740740741,-1.556135770234987,2.10443864229765,0.4444444444444444,0.6064814814814815
2077,0.18518518518518517,0.6118143459915611,0.284313725490196,0.336322869955157,0.8865740740740741,-1.3629242819843341,2.0,0.4513888888888889,0.6296296296296297
2078,0.16435185185185186,0.6118143459915611,0.25910126215913526,0.32286995515695066,0.8865740740740741,-1.5926892950391645,2.0469973890339426,0.42592592592592593,0.6064814814814815
2079,0.1597222222222222,0.6118143459915611,0.25331358474801563,0.31988041853512705,0.8865740740740741,-1.4804177545691906,2.133159268929504,0.4351851851851852,0.5972222222222222
2080,0.1712962962962963,0.6118143459915611,0.26765446880690463,0.3273542600896861,0.8865740740740741,-1.4490861618798956,2.023498694516971,0.4166666666666667,0.6388888888888888
2081,0.17824074074074073,0.6118143459915611,0.27605731310808634,0.33183856502242154,0.8865740740740741,-1.4569190600522193,2.0992167101827675,0.4444444444444444,0.6157407407407407
2082,0.15046296296296297,0.6118143459915611,0.2415273239797553,0.31390134529147984,0.8865740740740741,-1.524804177545692,2.1879895561357703,0.41898148148148145,0.625
2083,0.13657407407407407,0.6118143459915611,0.22330109758166605,0.30493273542600896,0.8865740740740741,-1.4308093994778068,2.135770234986945,0.42592592592592593,0.6342592592592593
2084,0.1736111111111111,0.6118143459915611,0.2704719268793136,0.32884902840059793,0.8865740740740741,-1.4281984334203655,2.0809399477806787,0.4513888888888889,0.6157407407407407
2085,0.16898148148148148,0.6118143459915611,0.264820304974919,0.32585949177877427,0.8865740740740741,-1.4908616187989556,2.023498694516971,0.4513888888888889,0.6226851851851852
2086,0.1736111111111111,0.6118143459915611,0.2704719268793136,0.32884902840059793,0.8865740740740741,-1.5378590078328982,2.0809399477806787,0.42824074074074076,0.6157407407407407
2087,0.1574074074074074,0.6118143459915611,0.2503936208034943,0.3183856502242152,0.8865740740740741,-1.3629242819843341,2.06266318537859,0.42824074074074076,0.6157407407407407
2088,0.1597222222222222,0.6118143459915611,0.25331358474801563,0.31988041853512705,0.8865740740740741,-1.556135770234987,2.088772845953003,0.42592592592592593,0.6134259259259259
2089,0.16435185185185186,0.6118143459915611,0.25910126215913526,0.32286995515695066,0.8865740740740741,-1.4308093994778068,2.052219321148825,0.42592592592592593,0.625
2090,0.15046296296296297,0.6118143459915611,0.2415273239797553,0.31390134529147984,0.8865740740740741,-1.4177545691906006,2.060052219321149,0.4398148148148148,0.6296296296296297
2091,0.1736111111111111,0.6118143459915611,0.2704719268793136,0.32884902840059793,0.8865740740740741,-1.412532637075718,2.1488250652741514,0.41203703703703703,0.6018518518518519
