metric,estimate,ci_low,ci_high,n_traces
pooled_raw_auroc,0.8813192193959,0.8615087696372027,0.899950367035528,380
pooled_first_step_centered_auroc,0.8813383837899889,0.862399248563817,0.8998727361800757,380
mean_within_trace_auroc,0.9675332929804881,0.9583364852771882,0.9762618151493975,380
